name,m,k,n,median_ms,min_ms,mean_ms,gflops,gbyte_s,max_diff
numpy,256,256,256,0.03449999999999981,0.030874999999999653,0.03430429999999943,972.5922318840633,22.795130434782735,0.0
pytorch_cpu,256,256,256,0.03366699999995948,0.03258400000000217,0.03398339999999278,996.6564291454654,23.359135058096847,0.0
numpy,512,512,512,0.12362500000001608,0.11604200000003839,0.12971210000001232,2171.3687037408704,25.445726996963323,0.0
pytorch_cpu,512,512,512,0.13833400000001772,0.12583399999999134,0.13902520000000917,1940.4879205398934,22.740092818826874,0.0
numpy,1024,1024,1024,1.185707999999952,1.1196249999999575,1.1954291000000004,1811.1403886961098,10.612150715016268,0.0
pytorch_cpu,1024,1024,1024,1.169624999999952,1.1240000000000139,1.174508299999999,1836.0445852303842,10.758073741584282,0.0
numpy,2048,2048,2048,8.100541999999988,8.021999999999974,8.110804099999992,2120.8295918964463,6.213367945009121,0.0
pytorch_cpu,2048,2048,2048,8.292124999999984,8.019083999999953,8.224979200000016,2071.8294989523233,6.069812985211884,0.0
